convo_id,m.iid,Player Message,Bot Response,Pleasantness,Attention,Control,Certainty,Anticipated Effort,Responsibililty,Emotion
6675,0,That's me!,"(She looks serene.)Pleasure to meet you, citizen. You might be my new best friend.",1.0,1.0,1.0,0.666666666667,1.0,1.0,joy
6675,1,"tell me more about I've got a pretty good idea, yes.",...Thanks for not lying. Not every reader wants to admit it. There's something important I need to tell you.,1.0,1.0,0.333333333333,1.0,0.666666666667,1.0,challenge
6675,2,I may have heard of them.,"It's hard not to know about them, I guess.",1.0,1.0,1.0,1.0,1.0,1.0,challenge
6675,3,That's true enough.,... There is an entire flotilla of imperial cruisers heading to Marginal Station now.,0.333333333333,1.0,0.333333333333,0.333333333333,0.666666666667,1.0,anger
6675,4,Oh...that's not good.,... ... Marginal Station can't keep out the entire flotilla of imperial cruisers.,0.333333333333,1.0,0.333333333333,0.333333333333,0.666666666667,1.0,joy
6675,5,What do you want me to do?,"The thing is, good citizen, I've got a job for someone who won't mistreat readers. ... I've got a child called Sheba. ...",1.0,1.0,1.0,0.666666666667,1.0,1.0,challenge
6675,6,"Will do.,",... But would you take her with you?,1.0,1.0,1.0,1.0,0.333333333333,1.0,challenge
6675,7,Of course!,I don't want Sheba on Marginal Station when the Empire boards. I'm so glad you can do this thing. ...,1.0,1.0,1.0,1.0,1.0,1.0,joy
6675,8,I'll do everything in my power.,Anyway. So...,1.0,1.0,1.0,1.0,1.0,1.0,challenge
6675,9,Not off the top of my head.,There has to be some way to help you escape. ...,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.666666666667,anger
6675,10,Lead the way and i'll take over from there.,"... You'll have a couple of crew members, room for passage...",1.0,1.0,0.333333333333,1.0,1.0,1.0,challenge
6675,11,will do.,"Right, well. ...",1.0,1.0,0.333333333333,1.0,1.0,1.0,challenge
6675,12,"You stay safe, Vice Commander. You have to come back for her, after all.","I grew up in Eyautan Empire. (She looks serene.) Stay alive. Keep her alive. Above all, don't let the Most Noble and Refined Eyautan Empire of Shoesho and Associated Planets take her. ......",1.0,1.0,0.333333333333,0.666666666667,1.0,1.0,joy
4241,0,tell me more about yes,"(She looks serene.)Pleasure to meet you, citizen. You could be the most important person on Marginal Station right now.",1.75,1.75,1.5,1.25,1.75,1.25,challenge
4241,1,tell me more about yes,...Thanks for not lying. Readers aren't always popular around here. There's something important I need to tell you.,0.75,1.25,1.0,0.5,1.25,1.25,joy
1810,0,tell me more about yes,"(She looks serene.)Pleasure to meet you, citizen. Being Vice Commander of Marginal Station, I can see anyone's personal profile.",1.33333333333,1.0,1.0,1.66666666667,1.0,1.0,joy
1810,1,tell me more about yes,...Thanks for not lying. Not every reader wants to admit it. I'm going to tell you something.,1.33333333333,1.0,1.0,1.66666666667,0.666666666667,1.33333333333,joy
1810,2,tell me more about yes,"Right. Foolish question, I know, but some people come to this Station from the other direction.",1.33333333333,0.666666666667,0.666666666667,1.0,0.666666666667,1.33333333333,joy
1810,3,tell me more about ok,Yep. There's an entire flotilla of imperial cruisers on their way to this Station now.,0.666666666667,0.666666666667,0.666666666667,1.33333333333,0.666666666667,1.33333333333,joy
1810,4,that sounds bad,Marginal Station can't defend itself against an entire flotilla of imperial cruisers.,1.0,1.66666666667,1.0,1.66666666667,1.0,1.33333333333,sadness
1810,5,tell me more about ok,Yep. I've got a daughter called Sheba. ...,1.0,0.333333333333,0.333333333333,0.666666666667,0.666666666667,0.666666666667,joy
1810,6,tell me more about ok,Then we have a plan. ...,1.33333333333,1.33333333333,1.0,0.333333333333,0.666666666667,0.666666666667,joy
1810,7,tell me more about ok,"Thanks. This matters more than... well, do you have children?",1.33333333333,0.666666666667,0.333333333333,0.666666666667,0.0,1.33333333333,joy
1810,8,tell me more about no,It's hard to explain. The obligation to someone you don't even always like. ... So...,1.33333333333,0.666666666667,0.666666666667,0.333333333333,0.333333333333,1.0,anger
1810,9,tell me more about yes,Good. ...,1.33333333333,0.666666666667,1.0,1.0,0.666666666667,1.0,joy
1810,10,tell me more about ok,(Frown.) ...,1.33333333333,0.0,0.666666666667,0.0,1.0,0.666666666667,joy
1810,11,tell me more about ok,Yep. I need you to believe I'm doing my best for Sheba.,1.0,0.666666666667,1.0,0.666666666667,0.666666666667,1.0,joy
1810,12,tell me more about ok,I need you to go on thinking that. So Sheba reads it when she looks at you. ... I don't want her to grow up thinking I didn't care about her.,1.0,0.0,0.666666666667,0.666666666667,0.0,0.333333333333,joy
1810,13,I understand,"... When you find Ty..., tell him this was his fault. ......",1.0,0.666666666667,1.0,1.33333333333,1.0,1.33333333333,joy
4371,0,i am a potato,"(She looks serene.)Pleasure to see you, citizen. Being Vice Commander of Marginal Station, I can see anyone's personal profile.",0.666666666667,1.66666666667,1.0,2.0,1.33333333333,0.666666666667,fear
4371,1,I can not see that,"The thing is, citizen, I've got a job for a person who won't mistreat a reader. Let's try this question instead.",0.666666666667,1.33333333333,1.0,1.33333333333,0.666666666667,0.666666666667,anger
4371,2,what is a reader?,Sometimes readers from the Most Noble and Refined Eyautan Empire of Shoesho and Associated Planets leave home and try to hide elsewhere. ... I have to tell you something.,1.0,1.33333333333,1.33333333333,1.0,1.0,0.666666666667,anger
4371,3,what did you say?,Obviously I am not the Emperor. ... Long range sensors have picked up an entire flotilla of imperial cruisers on the way to this Station.,1.0,1.0,1.66666666667,0.666666666667,1.0,1.0,sadness
4371,4,I don't want to talk about that,Everyone wants something. ... Marginal Station can't defend itself against an entire flotilla of imperial cruisers.,1.0,1.33333333333,1.0,1.33333333333,0.666666666667,1.33333333333,joy
4371,5,tell me more about hello,"Um, okay. The Eyautan Empire will forcibly offer ideological reorientation to any readers it finds when it gets over here.",1.33333333333,1.0,1.33333333333,0.333333333333,1.33333333333,1.33333333333,joy
4371,6,who are you?,"What, did you just dock yesterday? I am Kara. Vice Commander of Marginal Station. ... I've got a daughter called Sheba. ...",1.0,1.33333333333,1.66666666667,0.666666666667,1.0,1.0,anger
4371,7,who am I?,"Right, well. But would you help me with Sheba?",0.666666666667,1.0,0.666666666667,0.333333333333,1.0,0.666666666667,joy
4371,8,can you tell me about your daughter again?,"Sheba is too young to be shipped off to some Imperial Training school for readers. ... You may not be a reader, but Sheba is. She can't be caught here when the entire flotilla of imperial cruisers arrives.",1.66666666667,1.33333333333,1.0,1.0,0.666666666667,1.33333333333,joy
4371,9,tell me about shiba,I have a responsibility to the people on the station. ... ...,1.0,1.33333333333,1.0,1.0,1.33333333333,1.0,anger
4371,10,what are we doing now?,Anyway. So...,0.666666666667,1.33333333333,1.0,1.0,1.33333333333,1.66666666667,boredom
4756,0,"No, I'm not Gordo.","I've seen your profile data, good citizen. You are possibly my new best friend.",0.333333333333,1.0,1.66666666667,0.666666666667,1.0,1.0,challenge
4756,1,"No, but I'd like to be your friend.","The thing is, good citizen, I've got a job for a person who won't mistreat a reader. Let's try this question instead.",0.333333333333,1.0,1.66666666667,0.666666666667,1.0,1.0,joy
4756,2,I dp,No bias. Great. There's something important I need to tell you.,1.0,1.0,1.0,0.333333333333,1.33333333333,1.0,joy
4756,3,tell me more about Yes.,"Right. Foolish question, I know, but some people come to Marginal Station from the other direction.",0.666666666667,1.0,1.66666666667,0.666666666667,1.33333333333,1.0,joy
4756,4,What about the Empire?,Get a few light years out from Most Noble and Refined Eyautan Empire and you get to see it for what it really is. Parasitical. ... You know... I don't think we have established a strong trust here.,0.333333333333,1.0,1.0,1.0,1.0,1.0,frustration
4756,5,I would be happy to help you.  How can I help?,"Not a lot of joy right now, I can tell you that. ... I know this Station is a waypoint, but I hoped I could make it something more. But people don't bond around here. People here don't celebrate holidays.",0.333333333333,1.0,1.33333333333,1.66666666667,1.0,1.0,joy
4756,6,That's sad.,I'm feeling afraid. ...,1.0,0.666666666667,1.0,0.666666666667,0.666666666667,1.0,sadness
4756,7,Are you afraid of the empire?,I'm sad. ... What am I missing. God. Even Frank the amnesiac bartender might be better. ......,0.333333333333,1.0,1.33333333333,0.666666666667,1.0,1.0,fear
9881,0,Now that's a name I haven't heard in a long time...a long time.,... Right. ...,1.33333333333,1.33333333333,1.66666666667,1.0,1.0,1.66666666667,boredom
9881,1,"Perhaps, what's it to you?","Until Imperial battle group gets here, I'm Vice Commander of this station. ... You're a reader. Sound right?",0.666666666667,1.33333333333,1.66666666667,0.666666666667,0.666666666667,0.333333333333,anger
9881,2,I do not know how to read.,"The thing is, citizen, I've got a job for a person who won't mistreat readers. Let's try this question instead.",1.0,0.666666666667,0.333333333333,0.666666666667,1.0,1.0,frustration
9881,3,Yeah that sounds kinda...not so good.,"God. (She looks disgusted.) You don't like readers. I looked all over this station for someone who might not have that prejudice. You are an unpleasant type, aren't you.",0.666666666667,1.33333333333,0.666666666667,2.0,1.33333333333,1.66666666667,challenge
9881,4,"I mean, just because I don't like their mistreatment doesn't mean that I'm gonna start a revolution, ya know?","Agreed. ... I know Marginal is a waystation, but I hoped I could make it something more. But people don't feel like they owe each other anything. There are no children here.",0.666666666667,1.33333333333,0.333333333333,1.0,0.666666666667,1.66666666667,anger
9881,5,Word.,"Right, well. Possibly I can find someone else. I would be better off sending Sheba away with a nice lady pirate. ......",1.66666666667,0.666666666667,1.0,1.66666666667,0.333333333333,0.666666666667,anger
7322,0,"Yeah, I'm gordo","(She looks serene.) Pleasure to see you, good citizen. You might just be the most important person on Marginal Station right now.",1.33333333333,1.66666666667,1.33333333333,1.33333333333,1.33333333333,1.33333333333,joy
7322,1,tell me more about no,"The thing is, citizen, I've got a job for a person who won't mistreat readers. Let's try this question instead.",1.33333333333,1.66666666667,1.33333333333,1.66666666667,1.66666666667,1.33333333333,challenge
7322,2,of course not,"... (She looks disgusted.) You don't like readers. I looked all over this station for someone who might not have that prejudice. You are an unpleasant type, aren't you.",1.66666666667,1.0,2.0,1.33333333333,1.0,1.33333333333,joy
7322,3,i can help!,"Right, well. If Marginal were a better place, I'd have someone I trusted with Sheba already.",1.33333333333,1.66666666667,1.0,1.66666666667,0.666666666667,2.0,challenge
7322,4,who is sheba,Sheba is my daughter. ... Maybe I can find someone else. I would be better off sending Sheba away with Frank the amnesiac bartender. ......,1.0,1.33333333333,1.66666666667,1.33333333333,1.33333333333,1.66666666667,challenge
6939,0,who is asking?,I needed to get your attention. ... Right. ...,0.0,1.0,2.0,0.0,1.0,2.0,boredom
6939,1,"yes, i am a reader",...Thanks for not lying. Readers will not usually volunteer who they are. I need to tell you something.,1.0,2.0,1.0,1.0,1.0,2.0,anger
6939,2,is the emperor really that old?,"I've got long distance sensors. I can feel them coming, right at the base of my skull. ... Long range sensors have picked up an Imperial invasion force heading here.",0.0,1.0,1.0,1.0,1.0,0.0,challenge
6939,3,then i need to run away,The Eyautan Empire tends to reeducate any readers it finds. Forcibly.,1.0,1.0,0.0,0.0,0.0,1.0,fear
6939,4,i need to leave,... Marginal Station can't defend itself against an Imperial fleet.,1.0,0.0,0.0,1.0,0.0,0.0,anger
6939,5,i know,"I am Kara. Until Imperial invasion force gets here, I am Vice Commander of this station. ... I've got a kid called Sheba. ...",2.0,1.0,1.0,0.0,1.0,2.0,joy
6939,6,why should i help you?,I don't want Sheba on this Station when the Empire boards. ... Could you take her with you?,0.0,1.0,0.0,1.0,2.0,1.0,joy
6939,7,what is in it for me?,"I could offer you my savings. It's a few hundred thousand credits. Not bad, for Marginal, but it wouldn't buy you a doghouse in Shoesho... but it's not like I'm going to be using it for anything anyway. ...",2.0,1.0,1.0,0.0,1.0,1.0,fear
6939,8,tell me more about yes,...,0.0,2.0,1.0,2.0,1.0,0.0,challenge
6939,9,how will i recognize him,"Thanks. This matters more than... well, do you have children?",0.0,1.0,1.0,2.0,1.0,0.0,challenge
6939,10,yesa,Probably most children aren't much like Sheba to raise. (She looks serene.) So...,0.0,1.0,1.0,0.0,1.0,0.0,joy
6939,11,"no, but that much money might help",That is not good. ...,1.0,2.0,1.0,1.0,1.0,0.0,challenge
6939,12,will ty come with us?,...,2.0,2.0,1.0,0.0,1.0,0.0,joy
6939,13,you should come with us,"Sheba's father Ty and I met at a celebration. Thrown by old Rickles, funnily enough. (She looks serene.) Stay alive. Keep her alive. Above all, don't let the Most Noble and Refined Eyautan Empire take her. ......",1.0,2.0,1.0,2.0,1.0,0.0,fear
3484,0,yes Im Gordo,"(She looks serene.)Pleasure to see you, citizen. At my access level, I know everything that happens on Marginal Station.",0.333333333333,1.33333333333,1.33333333333,0.666666666667,1.0,1.66666666667,joy
3484,1,yes Im a telepath,...Thanks for not pulling out some unconvincing excuse. A reader won't usually volunteer who they are. There's something important I need to tell you.,0.333333333333,1.33333333333,0.666666666667,0.666666666667,1.33333333333,1.33333333333,joy
3484,2,no idea what are you talking about,... Long range sensors have picked up an Imperial battle group heading here.,0.666666666667,1.0,1.66666666667,1.33333333333,1.0,1.33333333333,joy
3484,3,Are we in danger?,There are a few mercenary ships docked for leave. That's not going to protect us from the Empire.,1.0,0.666666666667,1.66666666667,1.33333333333,1.0,0.666666666667,fear
3484,4,So what are we suposed to do?,The Eyautan Empire will forcibly offer ideological reorientation to any readers it finds when it gets here.,0.333333333333,1.33333333333,0.666666666667,1.33333333333,1.0,1.0,fear
3484,5,sounds scarry,... I have a kid named Sheba. ...,1.0,0.666666666667,1.33333333333,1.0,1.33333333333,1.33333333333,fear
3484,6,tell me more about ok,Then we have a plan. ...,0.666666666667,1.33333333333,1.66666666667,1.33333333333,1.0,1.33333333333,joy
3484,7,tell me more about all right,"Thanks. This matters more than... well, do you have children?",0.333333333333,1.33333333333,1.33333333333,1.0,1.66666666667,1.0,joy
3484,8,I have 2 cats,Probably most children aren't much like my daughter Sheba to raise. ... So...,0.333333333333,1.33333333333,1.66666666667,0.666666666667,1.0,1.66666666667,joy
3484,9,still not,There has to be some way to help you escape. ...,1.0,1.33333333333,1.0,1.33333333333,1.0,1.33333333333,challenge
3484,10,cool let's do this,"Right, well. You'll have a few crew members, room for passage...",0.666666666667,1.0,0.666666666667,1.33333333333,1.0,1.0,challenge
3484,11,where is scout vessel?,I don't understand. ... ...,1.0,1.66666666667,0.666666666667,1.33333333333,1.0,1.33333333333,fear
3484,12,I'll protect her,"Sheba is too young to be shipped off to some Imperial Training school for readers. (She looks serene.) Stay alive. Keep her alive. Above all, don't let the Most Noble and Refined Eyautan Empire of Shoesho and Associated Planets take her. ......",1.66666666667,1.33333333333,1.33333333333,0.666666666667,0.666666666667,1.0,joy
7069,0,that's correct,"(She looks serene.)Pleasure to meet you, good citizen. Being Vice Commander of Marginal Station, I can see anyone's personal profile.",1.0,1.33333333333,1.0,1.66666666667,1.66666666667,1.0,joy
7069,1,"yes i ca, how ae you doing that?",...Thanks for not lying. Not every reader wants to admit it. I need to tell you something.,1.33333333333,1.66666666667,1.33333333333,2.0,1.33333333333,0.666666666667,joy
7069,2,nope. could you tell me more about it?,You must be new on Marginal Station. The Empire owns a bigger and bigger chunk of the galaxy.,1.0,2.0,1.33333333333,2.0,0.666666666667,1.0,joy
7069,3,is the empire bad?,The Emperor extorts tribute from the surrounding systems. He just doesn't call it that. ... The Imperial invasion force will be here in about fourteen hours.,1.0,1.66666666667,1.33333333333,1.66666666667,1.0,1.33333333333,fear
7069,4,that's terrible,We have enough defenses to keep out pirates. That's not going to help against the Most Noble and Refined Eyautan Empire of Shoesho and Associated Planets.,1.33333333333,2.0,1.0,1.66666666667,1.33333333333,0.666666666667,sadness
7069,5,what kind of defences do you have,"I know what I am saying, believe me. ... I've got a child named Sheba. ...",1.66666666667,1.0,1.33333333333,1.66666666667,1.33333333333,1.33333333333,fear
7069,6,how old is she?,I am 42 years old. ... Could you take her away from here?,1.0,1.66666666667,1.66666666667,2.0,1.0,1.0,fear
7069,7,yes i could,Then we have a plan. ...,1.66666666667,1.66666666667,1.0,1.33333333333,1.33333333333,1.66666666667,challenge
7069,8,what does Ty do?,Sheba's father Ty works in dysprosium extraction. That might lead you to him.,1.0,1.66666666667,1.66666666667,1.66666666667,1.0,1.33333333333,anger
7069,9,i'll do it. what about you?,I hold the rank of Vice Commander. ... So...,1.66666666667,0.666666666667,1.66666666667,1.66666666667,1.33333333333,1.0,sadness
7069,10,i do not. could you help me acquire one?,That is not good. ...,1.33333333333,1.66666666667,1.66666666667,1.33333333333,1.33333333333,0.666666666667,sadness
7069,11,that would be helpful,"Right, well. Once you are in space, hope you have enough fuel to reach one of the trading lanes and hail a larger vessel...",1.0,2.0,1.33333333333,1.33333333333,1.0,1.0,joy
7069,12,i'm sure i can manage that,Anyway. ...,1.0,1.33333333333,1.0,1.33333333333,1.0,1.0,joy
6814,0,"tell me more about No, my name is Robin.","I've seen your profile data, good citizen. ...",1.0,1.33333333333,0.666666666667,1.0,1.0,0.666666666667,anger
6814,1,No. Not like you mean.,"The thing is, citizen, I've got a job for someone who won't mistreat readers. Let's try this question instead.",1.0,1.66666666667,1.66666666667,1.0,1.0,1.33333333333,anger
6814,2,I think so.,No bias. Terrific. I have to tell you something.,0.666666666667,0.666666666667,0.666666666667,0.333333333333,0.666666666667,1.0,anger
6814,3,"tell me more about Yes, I've heard of them.","Right. Foolish question, I know, but some people come to Marginal Station from the other direction.",0.666666666667,1.33333333333,1.33333333333,1.33333333333,1.66666666667,0.333333333333,challenge
6814,4,What's in the other direction?,Angellus is out that way. Castellan Prior.,1.0,1.33333333333,1.33333333333,0.666666666667,1.33333333333,0.0,challenge
6814,5,What do you need me for?,"The thing is, citizen, I've got a job for a person who won't mistreat readers. ... You know... I don't think we have established a strong trust here.",1.33333333333,1.66666666667,1.66666666667,0.666666666667,1.33333333333,0.333333333333,anger
6814,6,I'll help. If you tell me what you need.,Really? I'm not going to try to unpack that. I'd be better off sending Sheba away with Commander Rickles. ......,1.66666666667,1.33333333333,1.0,2.0,1.66666666667,0.666666666667,fear
3615,0,tell me more about no,"I've seen your profile data, good citizen. At my access level, I know everything that happens on Marginal Station.",1.0,0.666666666667,1.66666666667,1.33333333333,1.33333333333,1.33333333333,fear
3615,1,i know what you will say,The flick of the eyes like they are reading a cargo manifest beside your head. Let's try this question instead.,0.333333333333,1.33333333333,1.33333333333,1.33333333333,1.0,1.66666666667,sadness
3615,2,tell me more about no,Great. (She looks disgusted.) You don't like readers. I looked all over this station for someone who might not have that prejudice. You know... I don't think we have established a strong trust here.,1.33333333333,1.0,1.0,1.33333333333,0.666666666667,2.0,joy
3615,3,tell me more about sorry,"If the station were a better place, I'd have someone I trusted with Sheba already.",1.0,1.0,0.666666666667,1.33333333333,1.0,1.33333333333,fear
5872,0,tell me more about Nah,"I've seen your profile data, citizen. At my access level, I know everything that happens on Marginal Station.",1.66666666667,1.66666666667,1.33333333333,1.33333333333,1.33333333333,1.33333333333,joy
5872,1,?,"The thing is, citizen, I've got a job for a person who won't mistreat a reader. Let's try this question instead.",0.333333333333,0.333333333333,0.666666666667,0.333333333333,0.0,0.333333333333,sadness
5872,2,What are readers?,"... But seriously, do you like readers?",1.66666666667,1.33333333333,0.666666666667,1.0,1.0,0.666666666667,anger
5872,3,I don't know what they are,"... (She looks disgusted.) You don't like readers. I looked all over this station for someone who might not have that prejudice. You are an unpleasant type, aren't you.",1.66666666667,0.666666666667,1.33333333333,0.333333333333,0.666666666667,0.666666666667,sadness
5872,4,What?,"Anyway. I know Marginal Station is a waypoint, but I hoped I could make it something more. But people don't feel like they owe each other anything. Parties are uncommon.",0.0,0.333333333333,0.333333333333,0.666666666667,0.666666666667,0.333333333333,frustration
5872,5,Are we on a train?,... Possibly I can find someone else. God. Even some friendly mercenary might be better. ......,1.66666666667,1.33333333333,0.666666666667,0.666666666667,0.666666666667,0.666666666667,joy
9666,0,yes i am who are you?,"(She looks serene.)Pleasure to see you, citizen. You could be the most important person on Marginal Station right now.",1.0,1.66666666667,1.33333333333,1.33333333333,1.33333333333,1.66666666667,anger
9666,1,tell me more about yes,...Thanks for not lying. A reader will not usually volunteer who they are. There's something important I need to tell you.,1.0,1.0,1.33333333333,0.666666666667,1.33333333333,1.66666666667,joy
