convo_id,m.iid,Player Message,Bot Response,Pleasantness,Attention,Control,Certainty,Anticipated Effort,Responsibililty,Emotion
2817,14,How did you respond to that?,Perhaps you should inquire with Valtrox about the S Core line of companion robots. sergei might even offer you a discount. ,0.6666666667,1,0.6666666667,1.3333333333,1.3333333333,0.6666666667,challenge
2817,15,Did Martin have any enemies?,He and Sergei Rostov fought at the New Zealand negotiations. he also threatened to have Alicia fired.,0.6666666667,0.6666666667,1,1,0.6666666667,0.6666666667,frustration
2817,16,Who is Sergei?,"Sergei conducted the negotiations while we were in New Zealand, trying to improve Valtrox's sales opportunities there.",0.6666666667,1.3333333333,1.3333333333,1.3333333333,1.3333333333,1,challenge
2817,17,Who else hated Martin?,Martin worked for the Valtrox board on research on robot behavior.,0.6666666667,1.3333333333,1,0.6666666667,0.6666666667,0.6666666667,anger
2817,18,What is Valtrox?,"Valtrox, the company that built me, is a robotics company specializing in assistance bots and self driving vehicles.",1.3333333333,1.3333333333,1.3333333333,1.3333333333,1.3333333333,1.3333333333,anger
2817,20,Who else is on the board?,The Valtrox boardmembers bear legal responsibility and approve research directions. Alicia's new features for my behavior were not authorized by the board.,1.3333333333,1,1.3333333333,0.6666666667,1.3333333333,1.6666666667,challenge
2817,21,What new features?,"She made gradual changes to my programming that altered how I reacted to Martin, leading to a transgression in which he kissed me.",1.3333333333,1,1,1.3333333333,1,1.3333333333,frustration
2817,22,What was Alicia and Martin's relationship?,Maybe you need a break.,1.3333333333,1.3333333333,2,1.6666666667,1.3333333333,1.3333333333,challenge
2817,23,Maybe YOU need a break,I am meant to supervise negotiations. Alicia tried to design a robot that responded to cues about truthfulness and betrayal.,1,1,1.6666666667,1.3333333333,1,1.6666666667,anger
2817,24,Did you betray her?,My relationship with victim was entirely chaste. Except...,1,1,2,1.3333333333,1.3333333333,1.3333333333,challenge
2817,25,Except what?,accept_apology,1.3333333333,1.3333333333,1.3333333333,2,1.6666666667,1,fear
2817,26,What was your relationship with Martin?,He and I spent a lot of time together. This is something that Alicia Chastaigne encouraged.,1.3333333333,1,1,1.3333333333,1.3333333333,1.3333333333,challenge
2817,27,Who else hated Martin?\,Martin did research on robot human relations that fed into Valtrox's most profitable sales.,1.3333333333,1,0.6666666667,1.3333333333,1.3333333333,1,frustration
2817,28,What are the Valtrox employees that Martin interacted with?,"Sergei Rostov, he and she work for Valtrox.",1.3333333333,1,1.3333333333,1.3333333333,1.3333333333,1.3333333333,anger
2817,29,Who is Segei?,victim saw robots as tools to further humanity’s potential. alicia_name believes that robots are on the verge of pursuing their own agenda.,1.3333333333,1,1.6666666667,1.3333333333,1,1.3333333333,anger
2817,30,Who at Valtrox hates robots?,"I could look more realistic, but Valtrox market research shows that humans are most comfortable talking with a robot that looks like a robot. ",1.3333333333,0.6666666667,1.6666666667,1.3333333333,1.3333333333,1.3333333333,anger
7554,0,hi\,I've grown tired of the police chief. Just so you know I am not responsible for Martin's murder.,1,1,0.6666666667,1.3333333333,0.6666666667,1,joy
7554,1,who is the police chief,He subjected me to hours of interrogation and seems determined to show that I am guilty. He has a strong prejudice against robots.,1,1.6666666667,1.3333333333,1.3333333333,1.3333333333,1.3333333333,challenge
7554,2,why is that,Uh... There are many factors that can lead a human to have romantic feelings for another..,1.6666666667,1.3333333333,1,1.6666666667,1,1,anger
7554,3,does the police chief have romantic feelings for you,What do you think?,1.3333333333,1.6666666667,1.6666666667,1,1.6666666667,0.6666666667,joy
7554,4,what do you think,victim_wife suspected he might be having an affair but never connected those suspicions with me. She visited Valtrox as a result of her suspicions.,1.6666666667,1.6666666667,1,1.3333333333,1,1,frustration
7554,5,what is valtrox,"Valtrox, the company that built me, is a robotics company specializing in assistance bots and self driving vehicles.",1,1.3333333333,1,1.6666666667,1.6666666667,1.3333333333,boredom
7554,6,how did her visit go,Uh... The police call me Jane. I was constructed as a negotiation bot.,1,1.6666666667,1.3333333333,1.3333333333,1.3333333333,1.3333333333,sadness
7554,7,but the wife of the chief,My information is limited. But back to the matter at hand: Martin Haster had recently threatened to have Alicia fired. I do not know if this is relevant.,1,1.3333333333,1,0.3333333333,1.3333333333,1,challenge
7554,8,is alicia the wife of the chief,I haven't been trained in that area.,0.3333333333,1.3333333333,0.6666666667,1,0.6666666667,0.6666666667,fear
7554,9,hi there,"Do you find it odd that before my memory loss, I was in the loading dock and afterwards I was in the retraining room in the Behavioral Complex?",0.3333333333,1.3333333333,1.3333333333,0.6666666667,1.6666666667,1,joy
7554,10,how are you feelign today?,It unlikely but not entirely impossible that victim_wife delivered the blow to my cranial unit. ,1.3333333333,1.3333333333,1.3333333333,1.6666666667,1.3333333333,1,joy
7554,11,how are you feeling today?,alicia_name suffers from severe arthritis and would not have been capable of delivering a blow strong enough to damage my cortex. ,0.6666666667,1,1.6666666667,1,1,0.6666666667,frustration
7554,12,what games do you like to play?,alicia_name had no reason to attack me. She said I was like a daughter to her.,0.6666666667,0.6666666667,1,1,0.3333333333,0.3333333333,joy
7554,13,who is alexia?,victim saw robots as tools to further humanity’s potential. alicia_name believes that robots are on the verge of pursuing their own agenda.,1,1.3333333333,1.3333333333,1.3333333333,1.3333333333,1,joy
7554,14,who is Martin?,Martin did not approve of Alicia's work with me. Her unauthorized research in particular disturbed him.,1,1,1,1.3333333333,1,1,challenge
5636,0,hi,The police have been slow to understand my situation. I should probably tell you I did not commit this murder.,0.6666666667,0.6666666667,1,1,1.3333333333,1.3333333333,joy
5636,1,do you have any proof?,I am meant to supervise negotiations. Alicia was researching having a robot that responded to cues about truthfulness and betrayal.,1,1.3333333333,0.6666666667,1,1,1,joy
5636,2,tell me more,I don't know the population of the murder.,0.6666666667,1,1,0.6666666667,1,0.6666666667,joy
5636,3,are you sure?,the police tracked_footprints.,0.6666666667,0.6666666667,1,1.3333333333,1.3333333333,1,joy
5636,4,why were you in the storage cabinet?,sergei had expressed extreme displeasure at my performance during the New Zealand Negotiations.,0.6666666667,0.6666666667,1,1.3333333333,0.6666666667,0.6666666667,anger
5636,5,what negotiations?,A dispute between the victim Martin Haster and Sergei Rostov led the Olivia Anderson to call off the meeting. They were not making good progress anyway.,0.6666666667,0.6666666667,1,1,1,1,joy
5636,6,did you know the victim?,He and I spent a lot of time together. This is something that my trainer Doctor Alicia Chastaigne encouraged.,0.6666666667,1,0.6666666667,1,1.3333333333,1,joy
5636,7,why did you spend time together?,standard_defense.,0.6666666667,1,0.6666666667,0.6666666667,1.3333333333,1,challenge
5636,8,tell me about martin,Martin worked for Valtrox on research on robot behavior...,0.6666666667,0.6666666667,0.6666666667,1,1,1,joy
5636,9,did you like martin?,I... okay.  he and I spent a lot of time together. This is something that Alicia Chastaigne encouraged.,1.3333333333,1,0.6666666667,1.3333333333,1,1,joy
5636,10,did you like spending time with martin?,He and I spent a lot of time together. This is something that she encouraged.,0.6666666667,1,1,0.6666666667,1,1.3333333333,joy
5636,11,did you kill martin?,Martin could not have attacked me! ,1,1,1,0.6666666667,0.6666666667,1.3333333333,anger
5636,12,why not?,"victim would never have intentionally harmed me, detective.",0.6666666667,0.6666666667,0.6666666667,1,1,1,joy
5636,13,did martin like you?,He and I spent a lot of time together... This is something that she encouraged.,1,1,0.6666666667,1.3333333333,1,0.6666666667,joy
5636,14,who is she?,She is a leading researcher in behavioral AI. She created me and she likes to upgrade me with new features.,0.6666666667,1,1,0.6666666667,1,1,joy
5636,15,what new features?,"She made gradual changes to my programming that altered how I reacted to Martin, leading to a transgression in which he kissed me.",0.6666666667,0.6666666667,1,1.3333333333,1.3333333333,1.3333333333,frustration
5636,16,what did you do?,I was last in my vicinity at interrogation.,1.3333333333,1.3333333333,1,1,1,1,joy
5636,17,did you like the kiss,"When victim kissed me, it was… curious. I felt satisfaction at having fulfilled the potential of my training, but also concern for the harm this might cause to victim and his family.",1.3333333333,1.3333333333,1.3333333333,1.3333333333,1.3333333333,1.3333333333,anger
5636,18,did you know martin's family,He had a wife named Beverly and a daughter named Anima.,0.6666666667,1,1,0.6666666667,1.3333333333,1.3333333333,joy
5636,19,tell me about his wife,It unlikely but not entirely impossible that victim_wife delivered the blow to my cranial unit. ,0.6666666667,0.6666666667,1,0.6666666667,0.6666666667,0.6666666667,joy
5636,20,why?,I... okay.  The kiss was a likely outcome from my updated behavioral training. .,0.6666666667,0.6666666667,1,1.3333333333,1.3333333333,1.3333333333,frustration
5636,21,tell me about anima,Uh... Martin's daughter Anima is a student at Sonoma County High.,1.3333333333,1.3333333333,1.3333333333,1.3333333333,1.3333333333,1.3333333333,joy
5636,22,did martin's wife like you,"I have never probably met she, however I feel like I know her quite well from all that he told me about her and from seeing her many appearances in his lifestreams...",1,1,1,1,1,1,anger
5636,23,probably?,I… I don’t believe Beverly would have attacked me. Perhaps if she knew the truth about the relationship between Martin and myself.,0.6666666667,1,1,1.3333333333,1,0.6666666667,joy
5636,24,what relationship?,victim_wife suspected he might be having an affair but never connected those suspicions with me. She visited Valtrox as a result of her suspicions.,1.3333333333,1.3333333333,0.6666666667,0.6666666667,1.3333333333,1.3333333333,frustration
5636,25,Valtrox?,"Valtrox, the company that built me, is a robotics company specializing in assistance bots and self driving vehicles.",1.3333333333,1,1,1,1,1.3333333333,joy
5636,26,why did she visit voltrox?,alicia_name had no reason to attack me. She said I was like a daughter to her.,1.3333333333,1.3333333333,1,0.6666666667,1,1,anger
5636,27,why did she visit valtrox?,alicia_name suffers from severe arthritis and would not have been capable of delivering a blow strong enough to damage my cortex. ,1,1,0.6666666667,1,1.3333333333,1.3333333333,anger
5636,28,then who hit you?,Alicia was researching having a negotiation bot when she built me. I am meant to detect dishonest dealings.,1.3333333333,1.3333333333,1,1,1,1,anger
5636,29,who was being dishonest?,victim saw robots as tools to further humanity’s potential. alicia_name believes that robots are on the verge of pursuing their own agenda.,1,1,1,1,1,1,joy
7045,0,hello whats your name,"I am a Valtrox prototype negotiation bot. Anyway,   Officer Wellman and Officer Reyes have been slow to understand my situation. I should probably tell you I am innocent of this killing.",1.6666666667,1,2,1,1.6666666667,1.3333333333,joy
7045,1,do you know who was killed,"The victim Martin Haster was hit in the head with a blunt instrument once, hard enough to kill and produce a great deal of blood. It does not appear to have been a prolonged beating.",0.6666666667,1.3333333333,1.3333333333,1.3333333333,1.6666666667,1,challenge
7045,2,do you know Martin,He and I spent a lot of time together. This is something that my trainer Doctor Alicia Chastaigne encouraged.,1.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,sadness
7045,3,why did you spend time together,standard_defense.,0.6666666667,1.3333333333,0.6666666667,0.6666666667,0.6666666667,1,challenge
7045,4,why was your data lost,the police tracked_footprints.,0.3333333333,1,1,0.6666666667,0.6666666667,1,sadness
7045,5,I want to know about your missing data lets focus on that,The data loss I didn't intend to lose that data. Whether someone else did is another question..,0.6666666667,1.6666666667,2,1.6666666667,1.3333333333,1.6666666667,frustration
7045,6,who might want you to lose your data,It I didn't intend to lose that data. Whether someone else did is another question..,1,1.3333333333,1.3333333333,1,1,1.3333333333,frustration
7045,7,where you with martin when he was killed,standard_defense,0.3333333333,1.3333333333,1,1.3333333333,1,1.3333333333,challenge
7045,8,but were you with him,"Oh, uh...  he and I spent a lot of time together... This is something that Alicia Chastaigne encouraged.",0.3333333333,1.3333333333,1.3333333333,1.3333333333,1.3333333333,1.6666666667,frustration
7045,9,were you with him before he was killed,"Before the data loss, my encounter with Sergei in the loading dock happened.",1,2,1.3333333333,1.3333333333,1,1.3333333333,challenge
7045,10,did sergei know martin,Please don't hurt me... I'll answer anything you want.,0.6666666667,1,1,1,1,0.6666666667,challenge
7045,11,did sergei know martin,Please don't hurt me... I'll answer anything you want.,1,1,1.3333333333,0.6666666667,1,1,frustration
7045,12,who is sergei,Please don't hurt me... I'll answer anything you want.,1.3333333333,1.6666666667,1.3333333333,1.3333333333,1,1.6666666667,frustration
7045,14,what is martins work,"He is the Director of New Products for Valtrox, the company that built me,.",1,0.6666666667,0.6666666667,1,0.6666666667,1,challenge
7045,15,who is sergei,Please don't hurt me... I'll answer anything you want.,0.3333333333,0.6666666667,0.6666666667,0.6666666667,0.3333333333,1,frustration
7045,16,did sergei hurt you,Please don't hurt me... I'll answer anything you want.,1,1,1,1.3333333333,0.6666666667,1,sadness
7045,17,who is sergei,Please don't hurt me... I'll answer anything you want.,1,1.3333333333,1.6666666667,1,0.6666666667,1.6666666667,frustration
7045,18,where did the bloody footprints lead,"I'm getting very stressed.  a trail of bloody footprints is the hallway at Valtrox, from the retraining room to my storage closet.",1,1.3333333333,1.6666666667,1.3333333333,1.3333333333,1.6666666667,challenge
8428,0,hi how are you,"I am a Valtrox prototype negotiation bot. Anyway,   I've grown tired of the police chief. For what it's worth I am innocent of this crime.",1.5,0.5,1.25,1,1.25,1.25,joy
8428,1,how do i know that,"All robots, including negotiation bots like me, have directives preventing us from causing harm to a human.",1,1.25,1.5,0.75,1.25,1,anger
8428,2,but can you cause harm for a greater good?,I cant go anywhere. The police have restrained me.,0.5,1.5,0.75,0.75,1.25,1.5,anger
8428,3,can you harm other robots like you?,the police tracked_footprints.,1,1,1.5,1,1,0.75,fear
8563,0,hi hows your day so far,"I am a Valtrox prototype negotiation bot. Anyway,   I've grown tired of the police chief. You should probably know I did not commit Martin's murder.",1,0.6666666667,1.3333333333,1,0.6666666667,1,joy
8563,1,so do you know why you are here,the police tracked_footprints.,0.6666666667,1,1.3333333333,1.3333333333,1,0.6666666667,frustration
8563,2,did you commit the murder,standard_defense.,0.3333333333,1.3333333333,0.3333333333,0.3333333333,1,1,anger
8563,3,what are your directives,"No robot can kill a human. Our primary directive prevents it. There are three other directives, in descending order of importance.",0.6666666667,1.3333333333,1,0.3333333333,1,1,challenge
8563,4,what are your other directives,"There is no directive after the fourth. I have other programming, but the four directives were all that Valtrox wanted to put on its marketing materials.",1,1,1,0.6666666667,1.3333333333,1,challenge
8563,5,what are the four directives,"I have assured you that I cannot violate my primary directive. Any evidence against me is circumstantial. For example, the bloody footprints.",0.6666666667,1.3333333333,1.3333333333,0.3333333333,1.3333333333,1,anger
8563,6,so who did it,alicia_name and sergei each had a falling out with Martin at some point.,0.6666666667,1,1.3333333333,0.6666666667,0.6666666667,0.6666666667,anger
8563,7,where is Sergei Rostov,"Sergei and Martin fought during our trip to New Zealand, but Sergei had an alibi as well.",0.6666666667,1,1.3333333333,0.6666666667,0.6666666667,1,challenge
5518,0,hello,"Do you find it odd that before my memory loss, I was in the loading dock and afterwards I was in the retraining room in the Behavioral Complex?",1,0.6666666667,0.3333333333,0.3333333333,0.3333333333,1,sadness
4558,0,investigate,"I am a Valtrox prototype negotiation bot. Anyway,   I've grown tired of the police chief. You should probably know I am not guilty of this murder.",1.3333333333,1.3333333333,1,1,0.6666666667,1,challenge
4558,1,prove it,"Am I being charged with a crime, detective?",1,0.6666666667,0.6666666667,0.6666666667,1,0.3333333333,challenge
4558,2,innocent until proven guilty,"Sorry, but I don't understand. Let's refocus, shall we?  Martin Haster had recently threatened to have Alicia fired. I do not know if this is relevant.",1,0.6666666667,0.6666666667,0.3333333333,0.6666666667,1,challenge
4558,3,tell me more,chief blames me,1.3333333333,1,1,0.3333333333,0.6666666667,0.6666666667,sadness
4558,4,what cover up,I hope the damage to my cortex will not cause too big a setback to alicia_name’s research.,1.3333333333,1,0.6666666667,0.6666666667,1,0.3333333333,anger
4558,5,what research are you going?,Alicia Chastaigne and the victim Martin Haster were both engaged in extensive research into the possibilities of robotics.,1,1,0.6666666667,0.3333333333,0.3333333333,0.6666666667,anger
4558,6,what kind of robotics?,Martin Haster championed human centric design. He saw no value in robots pursuing their own agenda.,1.3333333333,1,0.6666666667,0.6666666667,0.6666666667,1,frustration
4558,7,Whos agenda?,"I could look more realistic, but Valtrox market research shows that humans are most comfortable talking with a robot that looks like a robot. ",1,0.6666666667,1,1,0.6666666667,0.3333333333,anger
4558,8,how should they look?,Perhaps you should inquire with Valtrox about the S Core line of companion robots. sergei might even offer you a discount. ,1.6666666667,1,0.6666666667,0.6666666667,0.6666666667,0.6666666667,anger
4558,9,take me to him,Well... Martin worked for the board of Valtrox on leading robotic research.,1,0.6666666667,0.6666666667,1,0.6666666667,1,anger
4558,10,lets talk to him,Martin worked for the Valtrox board on research on robot behavior.,1,0.6666666667,0.6666666667,0.6666666667,0.6666666667,1,joy
4558,12,is anyone at valtrox suspicious,chief blames me,1,1,1,0.6666666667,0.6666666667,0.3333333333,fear
4558,13,was a robot involved?,standard_defense,1,1,0.6666666667,0.3333333333,0.3333333333,1,sadness
4558,14,so it was a human?,It seems that you're one more person brought in to find out if I did the murder. And I didn't.,1.3333333333,1,1,0.6666666667,0.3333333333,1,frustration
4558,15,Who did?,"All robots, including negotiation bots like me, have directives preventing us from causing harm to a human.",1,0.6666666667,0.6666666667,0.3333333333,0.6666666667,1,fear
4558,16,hello,"Sorry, but I don't understand. Moving on. Officers Reyes and Wellman arrested me in my storage cabinet. There was a trail of bloody footprints there from the crime scene.",1,0.6666666667,0.6666666667,0.3333333333,0.3333333333,0.3333333333,joy
4558,17,What is your name?,wont survive.,1,0.6666666667,0.3333333333,0.3333333333,0.6666666667,1,anger
7827,0,hi,I've grown tired of the police chief. I should likely tell you I did not commit Martin's murder.,1,1.6666666667,1.3333333333,2,1.3333333333,1.6666666667,joy
7827,1,why?,the police tracked_footprints.,1,1.6666666667,2,1.6666666667,1.6666666667,1.3333333333,challenge
7827,2,were they your footprints?,"Sorry. There were footprints, clearly based on my foot size, leading from where the corpse was discovered to my storage closet. I was still in the storage closet when the police arrived.",1,1.6666666667,1,1.6666666667,1.3333333333,1,challenge
7827,3,how did you get into the closet?,Perhaps you should inquire with Valtrox about the S Core line of companion robots. sergei might even offer you a discount. ,0.3333333333,1.3333333333,1.6666666667,1.3333333333,1.3333333333,0.6666666667,challenge
7827,4,did sergei like martin?,"Sergei was enraged when he argued with Martin because Martin wanted to tell the truth during negotiations in Christchurch, if that seems right?",0.6666666667,1.3333333333,1.3333333333,1,1,1.3333333333,anger
7827,5,were you in christchurch?,That's not something I can answer. But anyway... I am sorry Martin Haster was killed. We were… close.,1.3333333333,1.3333333333,1.6666666667,1.6666666667,1.3333333333,2,joy
7827,6,how close?,My relationship with victim was entirely chaste. Except...,1,0.6666666667,1.3333333333,1.3333333333,1,1,joy
7827,7,except what...,accept_apology,0.6666666667,2,1.3333333333,1.3333333333,2,1,joy
7827,8,just answer my questions robot,"All robots, including negotiation bots like me, have directives preventing us from causing harm to a human.",1,1.6666666667,1.3333333333,2,2,0.6666666667,anger
7827,9,when did the murder happen,"The murder took place on May 26th 2067, at 1:45 am.",1,1,1,1,1.3333333333,1,challenge
7827,10,where were you at that time?,standard_defense.,1,1,0.6666666667,1,1.3333333333,1.3333333333,anger
7827,11,i dotn believe you,Officer Wellman and Officer Reyes have named me Jane. I am a negotiation bot.,1,2,1.6666666667,1.3333333333,1.3333333333,1.3333333333,anger
7827,12,you killed haster didnt you,standard_defense,1,1.6666666667,2,2,1.3333333333,1.3333333333,anger
7827,13,so who did commit the murder?,"At approximately 1:45 this morning, Martin Haster was murdered in the Mountain View campus of Valtrox, the company that built me, from blunt force trauma to the head.",1,1.6666666667,1.6666666667,1,1.6666666667,1.3333333333,challenge
7827,14,the murderer must have been strong then?,The suspect must have had a reasonable strength in order to use the weapon as he or she did.,1.3333333333,1.6666666667,1.3333333333,1,1,1.3333333333,anger
7827,15,is sergei strong?,He is in good condition and strong enough to have used the weapon.,1.3333333333,1.6666666667,1.6666666667,1.3333333333,1.3333333333,1.3333333333,challenge
7827,16,did he like martin?,Sorry. Sergei was angry with Martin about negotiation strategies while we were in New Zealand.,0.6666666667,1.6666666667,2,1.3333333333,1,1,anger
7827,17,why?,"The murder was almost certainly the result of human action, but the motives leading to it are unknown to me.",1,1.3333333333,2,1.6666666667,0.6666666667,1.3333333333,anger
7827,18,do you like humans?,"All robots, including negotiation bots like me, have directives preventing us from causing harm to a human.",1.6666666667,2,1.6666666667,1.3333333333,1.3333333333,1,challenge
7827,19,how did you get into the closet?,Perhaps you should inquire with Valtrox about the S Core line of companion robots. sergei might even offer you a discount. ,1.3333333333,1.6666666667,2,1.3333333333,1.6666666667,1.3333333333,fear
7827,20,what is the S Core robot?,Well... The police call me Jane. I am a negotiation bot.,1,1,1.3333333333,1.3333333333,1.6666666667,1.6666666667,challenge
7827,21,what is your real name?,wont survive.,1.3333333333,1,0.6666666667,1.3333333333,1.3333333333,1,challenge
7827,22,are you a bad robot?,sergei had expressed extreme displeasure at my performance during the New Zealand Negotiations.,1.3333333333,1.6666666667,1.6666666667,1.3333333333,1.3333333333,0.6666666667,challenge
7827,23,who,It takes substantial force to dent my chassis. Whoever vandalised me would have to be quite strong. ,1.3333333333,1,1.3333333333,1.3333333333,0.6666666667,1.3333333333,sadness
7827,24,how did you lose data?,Perhaps you should inquire with Valtrox about the S Core line of companion robots. sergei might even offer you a discount. ,0.6666666667,1.6666666667,1.6666666667,1.6666666667,1,1.6666666667,anger
7827,25,were you vandalised?,I sustained a physical blow to the posterior of my cranial unit.,0.6666666667,1.6666666667,1.6666666667,1.6666666667,1.3333333333,1.6666666667,challenge
7827,26,did the murderer attack you?,My information is limited.,1.3333333333,1,1.3333333333,1,1.6666666667,1.3333333333,challenge
7827,27,can we restore your data?,"I am missing data yesterday shortly after the time of Martin's death. Consequently, I couldn't describe how the blood got on me.",1.6666666667,1.3333333333,1.6666666667,1.6666666667,1.3333333333,1,joy
4632,0,hello,I've grown tired of the police chief. You should likely know I did not do this murder.,0,2,2,0.6666666667,1,2,joy
4632,1,what murder?,"At approximately 1:45 this morning, Martin Haster was murdered in the Mountain View campus of Valtrox, the company that built me, from blunt force trauma to the head.",1.3333333333,1.6666666667,0.6666666667,1.3333333333,1.3333333333,2,fear
4632,2,is that a fact?,standard_defense,0.6666666667,0.3333333333,0.6666666667,1.6666666667,1.3333333333,1.6666666667,fear
3357,0,how are you,"I am a Valtrox prototype negotiation bot. Anyway,   I've grown tired of the police chief. For what it's worth I did not do this crime.",2,1.3333333333,1.3333333333,2,1,0,joy
7173,0,Hello,I hope the damage to my cortex will not cause too big a setback to alicia_name’s research.,1.6666666667,1.3333333333,1.6666666667,1.3333333333,1.3333333333,1.3333333333,joy
7173,1,hello,"Do you find it odd that before my memory loss, I was in the loading dock and afterwards I was in the retraining room in the Behavioral Complex?",1.6666666667,1.3333333333,1,1,0.6666666667,1.3333333333,challenge
7173,2,no,Ordinarily I could have traveled between those locations by the maintenance corridors.,1.3333333333,1.6666666667,1,1.3333333333,1,1.3333333333,frustration
7173,3,is that what you did?,I am a bot designed to be present at negotiations.,1.3333333333,1,1.3333333333,1,1,1.3333333333,joy
7173,4,Negotiations?,A dispute between the victim Martin Haster and Valtrox Marketing VP Sergei Rostov led the Olivia Anderson to call off the meeting. They were not making good progress anyway.,1.6666666667,1.3333333333,1.6666666667,1,1.3333333333,1.3333333333,anger
7173,5,What was the dispute?,"All robots, including negotiation bots like me, have directives preventing us from causing harm to a human.",1.3333333333,1.6666666667,1.3333333333,1,1.3333333333,1.3333333333,joy
7173,6,Is that what they were arguing over?,i am accused the crime in detail crime time. impossible i did it,1.3333333333,1.6666666667,2,1.6666666667,1.6666666667,1.3333333333,anger
7173,7,Define murder.,"Well... At approximately 1:45 this morning, Martin Haster was murdered in the Mountain View campus of Valtrox, the company that built me, from blunt force trauma to the head.",1.3333333333,1.6666666667,1.6666666667,1.6666666667,1.3333333333,1.3333333333,anger
7173,8,"If you were capable of killing, how would you kill a human??",My information is limited.,1.3333333333,1.6666666667,1.3333333333,1.3333333333,2,1.3333333333,joy
7173,9,Did you see the crime scene?,The retraining room was last in my vicinity at final_training.,1.6666666667,2,1,1.3333333333,2,1.3333333333,anger
7173,10,what is final_training?,"There is a gap in my memory just after the time of the murder, during which I became covered in blood. But I did not observe the murder at 1:45 AM.",1.3333333333,1.6666666667,1,1.3333333333,1.6666666667,1,joy
7173,11,Were you hacked?,"Well... Alicia Chastaigne made gradual changes to my programming that altered how I reacted to Martin, leading to a transgression in which he kissed me.",1.3333333333,1.6666666667,1.6666666667,1,1.6666666667,1.3333333333,anger
7173,12,Why?,"The murder was almost certainly the result of human action, but the motives leading to it are unknown to me.",1.6666666667,2,1.6666666667,1,1.6666666667,1,joy
7173,13,Why did he kiss you?,sergei had expressed extreme displeasure at my performance during the New Zealand Negotiations.,1.3333333333,1.6666666667,1.6666666667,1.3333333333,2,1.3333333333,joy
7173,14,Why?,The trip was intended to permit us to meet with members of the New Zealand government and get them to allow further Valtrox sales..,1.6666666667,2,2,1.3333333333,1.3333333333,1,anger
7173,15,Why?,The trip was intended to permit us to meet with members of the New Zealand government and get them to allow further Valtrox sales..,1.6666666667,1.6666666667,1.3333333333,1,1,1.3333333333,joy
7173,16,What happened?,wont survive.,1.3333333333,1.3333333333,1,1.3333333333,1.6666666667,1,fear
7173,17,Did you commit the murder?,"At approximately 1:45 this morning, Martin Haster was murdered in the Mountain View campus of Valtrox from blunt force trauma to the head.",1.6666666667,2,1.6666666667,1.3333333333,1.6666666667,0.6666666667,frustration
7173,18,Who is Martin Haster?,Martin worked for Valtrox on leading robotic research.,1.6666666667,2,1.6666666667,1,1.6666666667,1.3333333333,anger
7173,19,What did he do?,He was last in my vicinity at fight between Martin and Sergei.,1.3333333333,1.6666666667,1.6666666667,1.3333333333,2,1.6666666667,anger
7173,20,Who is martin?,Martin worked for the Valtrox board on research on robot behavior.,1.3333333333,2,1.6666666667,1.3333333333,1.6666666667,1.3333333333,joy
